timestamp_seconds,event,x,y,velocity_x,velocity_y,action,info
86.326,session_start,392.0,624.0,0.0,0.0,,
86.372,jump_peak_reached,392.0,624.0,0.0,37.037036895752,jump_peak,x_392.0_y_624.0
86.415,platform_landed,392.0,638.988403320312,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/21_36_layer_Tile Map_tile_21_36_source_1_atlas_2_0
86.415,landed,392.0,638.988403320312,0.0,0.0,land,surface_wood_impact_0.51851849365234
87.044,move_left_pressed,392.0,638.988403320312,-33.3333320617676,0.0,Move_Left,pressed
87.576,move_right_pressed,378.832489013672,638.92578125,33.3333320617676,0.0,Move_Right,pressed
87.59,jump_input_pressed,379.388031005859,638.92578125,66.6666641235352,0.0,Jump,pressed
87.59,jump_executed,379.388031005859,638.92578125,66.6666641235352,-500.0,jump,x_379.388031005859_y_638.92578125
87.858,jump_input_released,401.175262451172,546.502014160156,150.0,-174.222106933594,Jump,released
87.957,jump_peak_reached,404.786376953125,541.710327148438,0.0,41.2037048339844,jump_peak,x_404.786376953125_y_541.710327148438
88.141,platform_landed,404.786376953125,584.99658203125,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/22_33_layer_Tile Map_tile_22_33_source_1_atlas_1_0
88.142,landed,404.786376953125,584.99658203125,0.0,0.0,land,surface_wood_impact_0.89722235107422
88.174,move_right_pressed,404.786376953125,584.99658203125,33.3333320617676,0.0,Move_Right,pressed
88.275,jump_input_pressed,416.119689941406,584.99658203125,180.0,0.0,Jump,pressed
88.275,jump_executed,416.119689941406,584.99658203125,180.0,-500.0,jump,x_416.119689941406_y_584.99658203125
88.49,jump_input_released,455.139831542969,503.269348144531,180.0,-234.222106933594,Jump,released
88.591,jump_peak_reached,468.973175048828,498.477691650391,0.0,41.2037048339844,jump_peak,x_468.973175048828_y_498.477691650391
88.757,coin_collected,468.973175048828,533.122741699219,0.0,374.537078857422,collect_coin,coin_coin_score_1
88.792,platform_landed,468.973175048828,548.960998535156,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/25_31_layer_Tile Map_tile_25_31_source_1_atlas_1_0
88.792,landed,468.973175048828,548.960998535156,0.0,0.0,land,surface_wood_impact_0.97129644775391
88.894,move_right_pressed,468.973175048828,548.960998535156,33.3333320617676,0.0,Move_Right,pressed
88.966,jump_input_pressed,474.528717041016,548.928771972656,166.666656494141,0.0,Jump,pressed
88.966,jump_executed,474.528717041016,548.928771972656,166.666656494141,-500.0,jump,x_474.528717041016_y_548.928771972656
89.217,jump_input_released,519.307739257812,459.753723144531,180.0,-194.166549682617,Jump,released
89.316,jump_peak_reached,527.141052246094,454.962066650391,0.0,41.2037048339844,jump_peak,x_527.141052246094_y_454.962066650391
89.482,platform_landed,527.141052246094,494.992980957031,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/29_28_layer_Tile Map_tile_29_28_source_1_atlas_2_0
89.482,landed,527.141052246094,494.992980957031,0.0,0.0,land,surface_wood_impact_0.82314825439453
89.866,jump_input_pressed,527.141052246094,494.992980957031,0.0,0.0,Jump,pressed
89.867,jump_executed,527.141052246094,494.992980957031,0.0,-500.0,jump,x_527.141052246094_y_494.992980957031
90.051,move_right_pressed,527.141052246094,422.098693847656,15.0,-274.499877929688,Move_Right,pressed
90.216,jump_input_released,540.891052246094,391.209838867188,165.0,-75.3332214355469,Jump,released
90.299,jump_peak_reached,545.002136230469,388.404296875,0.0,45.0371475219727,jump_peak,x_545.002136230469_y_388.404296875
