timestamp_seconds,event,x,y,velocity_x,velocity_y,action,info
3.975,session_start,392.0,624.0,0.0,0.0,,
4.021,jump_peak_reached,392.0,624.0,0.0,37.037036895752,jump_peak,x_392.0_y_624.0
4.075,platform_landed,392.0,638.988403320312,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/21_36_layer_Tile Map_tile_21_36_source_1_atlas_2_0
4.075,landed,392.0,638.988403320312,0.0,0.0,land,surface_wood_impact_0.51851849365234
5.407,jump_input_pressed,392.0,638.988403320312,0.0,0.0,Jump,pressed
5.407,jump_executed,392.0,638.988403320312,0.0,-500.0,jump,x_392.0_y_638.988403320312
5.458,musicking,387.891143798828,610.485534667969,0.0,-438.055511474609,osc_received,"value_[1, ""head-bump""]"
5.476,musicking,387.891143798828,603.527221679688,0.0,-417.499938964844,osc_received,"value_[1, ""head-bump""]"
5.725,move_right_pressed,387.891143798828,541.564270019531,15.0,-114.722114562988,Move_Right,pressed
5.774,jump_input_released,389.391143798828,536.755004882812,60.0,-55.722110748291,Jump,released
5.843,jump_peak_reached,394.891143798828,535.12353515625,120.0,43.8149261474609,jump_peak,x_394.891143798828_y_535.12353515625
6.043,platform_landed,409.224487304688,584.992797851562,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/22_33_layer_Tile Map_tile_22_33_source_1_atlas_1_0
6.043,landed,409.224487304688,584.992797851562,0.0,0.0,land,surface_wood_impact_0.97651885986328
6.107,jump_input_pressed,409.224487304688,584.992797851562,0.0,0.0,Jump,pressed
6.107,jump_executed,409.224487304688,584.992797851562,0.0,-500.0,jump,x_409.224487304688_y_584.992797851562
6.109,musicking,409.224487304688,576.5986328125,0.0,-500.055541992188,osc_received,"value_[1, ""chain-jumps""]"
6.176,move_right_pressed,409.224487304688,553.664367675781,15.0,-417.22216796875,Move_Right,pressed
6.326,jump_input_released,420.474487304688,503.261596679688,150.0,-234.222106933594,Jump,released
6.426,jump_peak_reached,437.724487304688,498.469940185547,180.0,41.2037048339844,jump_peak,x_437.724487304688_y_498.469940185547
6.608,coin_collected,470.724487304688,539.974548339844,180.0,411.574127197266,collect_coin,coin_coin_score_1
6.611,musicking,473.724487304688,547.451416015625,180.0,448.611175537109,osc_received,"value_[1, ""coins""]"
