timestamp_seconds,event,x,y,velocity_x,velocity_y,action,info
1.893,session_start,392.0,624.0,0.0,0.0,,
1.941,jump_peak_reached,392.0,624.0,0.0,37.037036895752,jump_peak,x_392.0_y_624.0
1.992,platform_landed,392.0,638.988403320312,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/21_36_layer_Tile Map_tile_21_36_source_1_atlas_2_0
1.992,landed,392.0,638.988403320312,0.0,0.0,land,surface_wood_impact_0.51851849365234
39.326,move_left_pressed,392.0,638.988403320312,-33.3333320617676,0.0,Move_Left,pressed
40.042,jump_input_pressed,369.833343505859,638.988403320312,0.0,0.0,Jump,pressed
40.042,jump_executed,369.833343505859,638.988403320312,0.0,-500.0,jump,x_369.833343505859_y_638.988403320312
40.076,move_right_pressed,369.833343505859,622.609252929688,15.0,-458.499969482422,Move_Right,pressed
40.326,jump_input_released,398.333343505859,543.590759277344,180.0,-154.333221435547,Jump,released
40.426,jump_peak_reached,412.166687011719,538.799072265625,0.0,41.2037048339844,jump_peak,x_412.166687011719_y_538.799072265625
40.61,platform_landed,412.166687011719,584.976745605469,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/22_33_layer_Tile Map_tile_22_33_source_1_atlas_1_0
40.61,landed,412.166687011719,584.976745605469,0.0,0.0,land,surface_wood_impact_0.89722235107422
41.509,jump_input_pressed,412.166687011719,584.976745605469,0.0,0.0,Jump,pressed
41.509,jump_executed,412.166687011719,584.976745605469,0.0,-500.0,jump,x_412.166687011719_y_584.976745605469
41.577,move_right_pressed,412.166687011719,553.662292480469,15.0,-417.22216796875,Move_Right,pressed
41.784,musicking,434.667999267578,493.685821533203,180.0,37.037036895752,osc_received,"value_[1, ""head-bump""]"
41.793,jump_peak_reached,434.667999267578,493.685821533203,180.0,74.0740737915039,jump_peak,x_434.667999267578_y_493.685821533203
41.843,jump_input_released,443.667999267578,499.241363525391,180.0,185.185180664062,Jump,released
41.976,coin_collected,467.667999267578,541.216674804688,180.0,444.444488525391,collect_coin,coin_coin_score_1
41.977,platform_landed,470.667999267578,548.933715820312,180.0,0.0,land_on_platform,platform_scene-1/Tile Map/26_31_layer_Tile Map_tile_26_31_source_1_atlas_2_0
41.978,landed,470.667999267578,548.933715820312,180.0,0.0,land,surface_wood_impact_0.96296307373047
41.984,musicking,470.667999267578,548.933715820312,180.0,0.0,osc_received,"value_[1, ""coins""]"
43.126,jump_input_pressed,484.501342773438,548.933715820312,0.0,0.0,Jump,pressed
43.126,jump_executed,484.501342773438,548.933715820312,0.0,-500.0,jump,x_484.501342773438_y_548.933715820312
43.327,move_right_pressed,484.501342773438,471.504821777344,15.0,-254.333206176758,Move_Right,pressed
43.559,jump_peak_reached,510.001342773438,442.096527099609,180.0,39.8149261474609,jump_peak,x_510.001342773438_y_442.096527099609
43.643,jump_input_released,520.834655761719,451.587280273438,0.0,225.000106811523,Jump,released
43.76,platform_landed,520.834655761719,494.993408203125,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/28_28_layer_Tile Map_tile_28_28_source_1_atlas_1_0
43.76,landed,520.834655761719,494.993408203125,0.0,0.0,land,surface_wood_impact_0.96851885986328
43.927,jump_input_pressed,520.834655761719,494.993408203125,0.0,0.0,Jump,pressed
43.927,jump_executed,520.834655761719,494.993408203125,0.0,-500.0,jump,x_520.834655761719_y_494.993408203125
43.942,move_left_pressed,520.834655761719,486.598754882812,-15.0,-479.222198486328,Move_Left,pressed
44.059,move_right_pressed,515.473571777344,437.87744140625,8.33333396911621,-335.333251953125,Move_Right,pressed
44.311,jump_input_released,542.640563964844,388.983978271484,180.0,-36.1665573120117,Jump,released
44.361,jump_peak_reached,551.640563964844,388.217315673828,96.6666641235352,42.5371475219727,jump_peak,x_551.640563964844_y_388.217315673828
44.51,platform_landed,553.473876953125,422.995910644531,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/30_24_layer_Tile Map_tile_30_24_source_1_atlas_1_0
44.51,landed,553.473876953125,422.995910644531,0.0,0.0,land,surface_wood_impact_0.75174102783203
44.544,musicking,553.473876953125,422.995910644531,0.0,0.0,osc_received,"value_[1, ""platform_pan_nav""]"
44.661,move_left_pressed,553.473876953125,422.995910644531,-33.3333320617676,0.0,Move_Left,pressed
44.762,jump_input_pressed,542.140563964844,422.995910644531,-180.0,0.0,Jump,pressed
44.762,jump_executed,542.140563964844,422.995910644531,-180.0,-500.0,jump,x_542.140563964844_y_422.995910644531
44.86,move_right_pressed,525.509521484375,378.096954345703,0.0,-376.166595458984,Move_Right,pressed
45.193,jump_peak_reached,566.009521484375,316.11181640625,180.0,39.8149261474609,jump_peak,x_566.009521484375_y_316.11181640625
45.243,jump_input_released,575.009521484375,319.954406738281,180.0,150.926040649414,Jump,released
45.36,platform_landed,579.842834472656,353.997039794922,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/32_20_layer_Tile Map_tile_32_20_source_1_atlas_18_3
45.36,landed,579.842834472656,353.997039794922,0.0,0.0,land,surface_wood_impact_0.82037066650391
45.369,musicking,579.842834472656,353.997039794922,0.0,0.0,osc_received,"value_[1, ""leaves""]"
46.994,jump_input_pressed,579.842834472656,353.997039794922,0.0,0.0,Jump,pressed
46.994,jump_executed,579.842834472656,353.997039794922,0.0,-500.0,jump,x_579.842834472656_y_353.997039794922
47.259,move_left_pressed,579.842834472656,261.522094726562,-15.0,-174.222106933594,Move_Left,pressed
47.444,jump_peak_reached,566.092834472656,247.115615844727,-165.0,39.8149261474609,jump_peak,x_566.092834472656_y_247.115615844727
47.528,platform_landed,545.342834472656,260.932647705078,-180.0,0.0,land_on_platform,platform_scene-1/Tile Map/30_15_layer_Tile Map_tile_30_15_source_1_atlas_3_0
47.528,landed,545.342834472656,260.932647705078,-180.0,0.0,land,surface_wood_impact_0.52407427978516
47.61,jump_input_released,543.509521484375,260.932647705078,0.0,0.0,Jump,released
47.851,move_left_pressed,543.509521484375,260.932647705078,-33.3333320617676,0.0,Move_Left,pressed
47.986,move_right_pressed,533.787292480469,260.932647705078,33.3333320617676,0.0,Move_Right,pressed
47.986,jump_input_pressed,533.787292480469,260.932647705078,33.3333320617676,0.0,Jump,pressed
47.986,jump_executed,533.787292480469,260.932647705078,33.3333320617676,-500.0,jump,x_533.787292480469_y_260.932647705078
48.101,jump_input_released,542.926574707031,209.805740356445,138.33332824707,-355.722137451172,Jump,released
48.201,jump_peak_reached,559.589538574219,205.097702026367,15.0,41.2037048339844,jump_peak,x_559.589538574219_y_205.097702026367
48.202,musicking,559.839538574219,205.784423828125,15.0,41.2037048339844,osc_received,"value_[1, ""head-bump""]"
48.552,platform_landed,583.9228515625,354.000701904297,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/32_20_layer_Tile Map_tile_32_20_source_1_atlas_18_3
48.552,landed,583.9228515625,354.000701904297,0.0,0.0,land,surface_wood_impact_1.63796325683594
48.559,musicking,583.9228515625,354.000701904297,0.0,0.0,osc_received,"value_[1, ""leaves""]"
49.751,move_left_pressed,583.9228515625,354.000701904297,-33.3333320617676,0.0,Move_Left,pressed
49.868,jump_input_pressed,569.589660644531,353.953765869141,-180.0,0.0,Jump,pressed
49.868,jump_executed,569.589660644531,353.953765869141,-180.0,-500.0,jump,x_569.589660644531_y_353.953765869141
49.988,move_right_pressed,549.971313476562,302.814147949219,0.0,-355.722137451172,Move_Right,pressed
