timestamp_seconds,event,x,y,velocity_x,velocity_y,action,info
2.332,session_start,392.0,624.0,0.0,0.0,,
2.38,jump_peak_reached,392.0,624.0,0.0,37.037036895752,jump_peak,x_392.0_y_624.0
2.428,platform_landed,392.0,638.988403320312,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/21_36_layer_Tile Map_tile_21_36_source_1_atlas_2_0
2.428,landed,392.0,638.988403320312,0.0,0.0,land,surface_wood_impact_0.51851849365234
4.081,move_left_pressed,392.0,638.988403320312,-33.3333320617676,0.0,Move_Left,pressed
4.146,jump_input_pressed,386.444458007812,638.988403320312,-166.666656494141,0.0,Jump,pressed
4.146,jump_executed,386.444458007812,638.988403320312,-166.666656494141,-500.0,jump,x_386.444458007812_y_638.988403320312
4.228,move_right_pressed,371.649871826172,600.711120605469,-96.6666641235352,-396.666595458984,Move_Right,pressed
4.497,jump_input_released,395.538757324219,535.21484375,180.0,-75.3332214355469,Jump,released
4.578,jump_peak_reached,406.372100830078,532.409362792969,0.0,45.0371475219727,jump_peak,x_406.372100830078_y_532.409362792969
4.778,platform_landed,406.372100830078,584.993713378906,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/22_33_layer_Tile Map_tile_22_33_source_1_atlas_1_0
4.778,landed,406.372100830078,584.993713378906,0.0,0.0,land,surface_wood_impact_0.97896331787109
5.161,jump_input_pressed,406.372100830078,584.993713378906,0.0,0.0,Jump,pressed
5.161,jump_executed,406.372100830078,584.993713378906,0.0,-500.0,jump,x_406.372100830078_y_584.993713378906
5.179,move_right_pressed,406.372100830078,576.598754882812,15.0,-479.222198486328,Move_Right,pressed
5.399,jump_input_released,428.872100830078,499.345062255859,180.0,-214.166549682617,Jump,released
5.494,jump_peak_reached,446.872100830078,494.553405761719,180.0,41.2037048339844,jump_peak,x_446.872100830078_y_494.553405761719
5.678,coin_collected,479.872100830078,536.058044433594,180.0,411.574127197266,collect_coin,coin_coin_score_1
5.695,platform_landed,485.8720703125,548.933166503906,180.0,0.0,land_on_platform,platform_scene-1/Tile Map/26_31_layer_Tile Map_tile_26_31_source_1_atlas_2_0
5.696,landed,485.8720703125,548.933166503906,180.0,0.0,land,surface_wood_impact_0.97129644775391
6.246,jump_input_pressed,487.705413818359,548.933166503906,0.0,0.0,Jump,pressed
6.246,jump_executed,487.705413818359,548.933166503906,0.0,-500.0,jump,x_487.705413818359_y_548.933166503906
6.379,move_right_pressed,487.705413818359,491.86962890625,15.0,-335.333251953125,Move_Right,pressed
6.514,jump_input_released,496.705413818359,456.502990722656,135.0,-174.222106933594,Jump,released
6.612,jump_peak_reached,513.205444335938,451.711334228516,180.0,41.2037048339844,jump_peak,x_513.205444335938_y_451.711334228516
6.796,platform_landed,536.038757324219,494.99755859375,0.0,0.0,land_on_platform,platform_scene-1/Tile Map/29_28_layer_Tile Map_tile_29_28_source_1_atlas_2_0
6.796,landed,536.038757324219,494.99755859375,0.0,0.0,land,surface_wood_impact_0.89722235107422
6.928,move_left_pressed,536.038757324219,494.99755859375,-33.3333320617676,0.0,Move_Left,pressed
7.086,musicking,512.705444335938,494.99755859375,-180.0,0.0,osc_received,"value_[1, ""chain-jumps-combo""]"
7.096,jump_input_pressed,512.705444335938,494.99755859375,-96.6666641235352,0.0,Jump,pressed
